Country,City,AccentCity,Region,Population,Latitude,Longitude
af,`abdullah khan,`Abdullah Khan,19,,31.1093,61.8654
af,abdullahkhan,Abdullahkhan,19,,31.163611,61.841944
af,`abdullah khan,`Abdullah Khan,19,,31.163611,61.841944
af,`abdullahkhan,`Abdullahkhan,23,,31.509236,65.301923
af,`abdullah khan,`Abdullah Khan,23,,31.509236,65.301923
af,abdullahkhan,Abdullahkhan,29,,32.864374,68.581479
af,`abdullah khan,`Abdullah Khan,39,,32.84714,66.024019
af,`abdullahkhan kala,`Abdullahkhan Kala,29,,32.864374,68.581479
af,`abdullah khan kala,`Abdullah Khan Kala,29,,32.864374,68.581479
af,`abdullahkhan kalay,`Abdullahkhan Kalay,23,,31.570103,66.371671
af,`abdullah khan kalay,`Abdullah Khan Kalay,28,,31.716934,67.379937
af,`abdullahkhan kalay,`Abdullahkhan Kalay,28,,32.22255,67.291418
af,`abdullahkhan kalay,`Abdullahkhan Kalay,29,,32.859829,68.530987
af,`abdullah khan kelay,`Abdullah Khan Kelay,23,,31.570103,66.371671
af,`abdullah khan kelay,`Abdullah Khan Kelay,28,,31.716934,67.379937
af,`abdullah khan kelay,`Abdullah Khan Kelay,29,,32.859829,68.530987
af,`abdullahkhel,`Abdullahkhel,42,,35.247261,69.61557
af,`abdullah khel,`Abdullah Khel,42,,35.247261,69.61557
af,`abdullah kor,`Abdullah Kor,10,,31.843197,64.604501
af,abdullakala,Abdullakala,08,,32.87388,67.446952
af,abdullakala,Abdullakala,29,,32.076211,68.114209
af,abdullakalay,Abdullakalay,10,,32.056776,64.82331
af,abdullakalay,Abdullakalay,23,,31.297323,65.957371
af,abdullakalay,Abdullakalay,28,,32.626876,66.715098
af,abdullakhan,Abdullakhan,02,,34.78984,63.502623
af,abdullakhan,Abdullakhan,23,,31.509236,65.301923
af,abdullakhan,Abdullakhan,39,,32.84714,66.024019
af,abdullakhankalay,Abdullakhankalay,23,,31.570103,66.371671
af,abdullakhan-kalay,Abdullakhan-Kalay,23,,31.682952,66.894399
af,abdullakhan-kalay,Abdullakhan-Kalay,28,,31.716934,67.379937
af,abdullakhan-kalay,Abdullakhan-Kalay,29,,32.859829,68.530987
af,abdullakheyl',Abdullakheyl',42,,35.247261,69.61557
af,abdullakor,Abdullakor,10,,31.843197,64.604501
af,`abdulmajid bandah,`Abdulmajid Bandah,35,,34.63964,70.389549
af,`abdulmajidkhan,`Abdulmajidkhan,19,,31.156778,62.031975
af,`abdul majid khan,`Abdul Majid Khan,19,,31.156778,62.031975
af,`abdul malik,`Abdul Malik,32,,35.929326,68.010447
af,abdul masek,Abdul Masek,10,,32.375479,64.999315
af,abdulmohayedin kalay,Abdulmohayedin Kalay,27,,33.775278,68.510833
af,`abd ul muhi ud din kelay,`Abd ul Muhi ud Din Kelay,27,,33.775278,68.510833
af,abdul'mukhayidin-kalay,Abdul'mukhayidin-Kalay,27,,33.775278,68.510833
af,`abdul nazar beg,`Abdul Nazar Beg,26,,37.474451,69.695674
af,abdulqader kalay,Abdulqader Kalay,28,,32.207803,67.266664
af,`abdul qadir kelay,`Abdul Qadir Kelay,28,,32.207803,67.266664
af,abdul qayum kalay,Abdul Qayum Kalay,28,,32.448273,66.879584
af,`abdul qayyum kelay,`Abdul Qayyum Kelay,28,,32.448273,66.879584
af,`abdulqoduskhan kalay,`Abdulqoduskhan Kalay,23,,31.424854,65.711438
af,`abdulqudus khan kelay,`Abdulqudus Khan Kelay,23,,31.424854,65.711438
af,`abdul qudus khan kelay,`Abdul Qudus Khan Kelay,23,,31.424854,65.711438
af,abdul rahaman,Abdul Rahaman,23,,31.320584,65.961138
af,`abdul rahim,`Abdul Rahim,08,,33.291111,68.416667
af,`abdul rahimzai,`Abdul Rahimzai,35,,34.446389,69.899722
af,abdul rahman,Abdul Rahman,23,,31.320584,65.961138
af,`abdul rahman kalachah,`Abdul Rahman Kalachah,28,,32.066307,66.837295
af,`abdul rahman kor,`Abdul Rahman Kor,29,,32.209449,68.459416
af,abdul rakhman kili,Abdul Rakhman Kili,23,,30.958333,66.431667
af,abdul-rakhman-kili,Abdul-Rakhman-Kili,23,,30.958333,66.431667
af,`abdul rashid,`Abdul Rashid,08,,33.377778,68.496944
af,`abdul razaq,`Abdul Razaq,39,,32.64383,66.218202
af,`abdul salam,`Abdul Salam,28,,32.774997,67.033884
af,abdul salam,Abdul Salam,28,,32.774997,67.033884
af,abdul samad kalay,Abdul Samad Kalay,23,,31.801757,65.770248
af,`abdul samad kelay,`Abdul Samad Kelay,23,,31.801757,65.770248
af,`abd ul samad khan,`Abd ul Samad Khan,19,,31.219722,61.780556
af,`abdulsamadkhan,`Abdulsamadkhan,19,,31.231417,62.174012
af,`abdul samad khan,`Abdul Samad Khan,19,,31.231417,62.174012
af,abdul-samed-kalay,Abdul-Samed-Kalay,23,,31.801757,65.770248
af,abdul'vakhab-kalay,Abdul'vakhab-Kalay,08,,32.668743,67.754669
af,abdul'vakhid,Abdul'vakhid,23,,32.104526,65.864672
af,abdul'vakhid-kalay,Abdul'vakhid-Kalay,10,,31.688852,64.303841
af,abdul'val',Abdul'val',08,,33.324167,68.494722
af,'abdul wahab kalay,'Abdul Wahab Kalay,08,,32.668743,67.754669
af,`abdul wahab kelay,`Abdul Wahab Kelay,08,,32.668743,67.754669
af,`abdul wahed,`Abdul Wahed,23,,32.104526,65.864672
af,`abdul wahed kalay,`Abdul Wahed Kalay,10,,31.091223,64.203433
af,abdulwahed kalay,Abdulwahed Kalay,10,,31.688852,64.303841
af,`abdul wahed kelay,`Abdul Wahed Kelay,10,,31.688852,64.303841
af,abdulwahedkhan,Abdulwahedkhan,19,,31.17195,61.802653
af,`abdul wahid,`Abdul Wahid,23,,32.104526,65.864672
af,`abdul wahid kelay,`Abdul Wahid Kelay,10,,31.091223,64.203433
af,`abd ul wahid khan,`Abd ul Wahid Khan,19,,31.17195,61.802653
af,`abdulwal,`Abdulwal,08,,33.324167,68.494722
af,`abdul wal,`Abdul Wal,08,,33.324167,68.494722
af,abdulzaher,Abdulzaher,19,,31.067222,61.863333
af,`abd ul zahir,`Abd ul Zahir,19,,31.067222,61.863333
af,abdurakhim-kalay,Abdurakhim-Kalay,28,,32.70046,66.714944
af,abdurashid-chambar,Abdurashid-Chambar,28,,32.404398,67.528582
af,`abdurrahim,`Abdurrahim,08,,33.291111,68.416667
af,`abdur rahim,`Abdur Rahim,23,,32.072646,65.8734
af,`abdur rahim kalay,`Abdur Rahim Kalay,23,,31.562358,66.335726
af,abdur rahim kalay,Abdur Rahim Kalay,28,,32.70046,66.714944
af,`abd ur rahim kelay,`Abd ur Rahim Kelay,23,,31.562358,66.335726
af,`abdur rahim kelay,`Abdur Rahim Kelay,28,,32.70046,66.714944
af,abdurrahimkhel,Abdurrahimkhel,27,,33.911152,68.441101
af,`abd ur rahim khel,`Abd ur Rahim Khel,27,,33.911152,68.441101
af,`abd ur rahimzai,`Abd ur Rahimzai,35,,34.50872,70.23127
af,`abd ur rahimzi,`Abd ur Rahimzi,17,,34.307972,69.168801
af,abdurrahimzi,Abdurrahimzi,35,,34.446389,69.899722
af,`abdurrahimzi,`Abdurrahimzi,35,,34.50872,70.23127
af,`abdurrahman,`Abdurrahman,17,,34.240556,69.257222
af,`abd ur rahman,`Abd ur Rahman,17,,34.240556,69.257222
af,`abd ur rahman,`Abd ur Rahman,19,,31.087222,61.839167
af,abdurrahman,Abdurrahman,19,,31.133611,61.822222
af,abdur rahman,Abdur Rahman,36,,33.749561,69.798149
af,abdur rahman cambar,Abdur Rahman Cambar,29,,32.687827,68.11817
af,`abd ur rahman chambar,`Abd ur Rahman Chambar,29,,32.687827,68.11817
af,`abd ur rahman-e kargud,`Abd ur Rahman-e Kargud,19,,31.029577,61.84403
af,`abdurrahmani,`Abdurrahmani,18,,34.226536,70.396255
af,`abd ur rahman kala,`Abd ur Rahman Kala,13,,34.398889,68.989444
af,`abdurrahman kalaca,`Abdurrahman Kalaca,28,,32.066307,66.837295
af,`abdur rahman karez,`Abdur Rahman Karez,10,,32.177817,64.72527
af,abdurrahman kargud,Abdurrahman Kargud,19,,31.029577,61.84403
af,`abdurrahmankhan,`Abdurrahmankhan,23,,31.588034,65.482707
af,`abd ur rahman khan,`Abd ur Rahman Khan,23,,31.588034,65.482707
af,`abdurrahmankhan kala,`Abdurrahmankhan Kala,13,,34.398889,68.989444
af,abdurrahmankhel,Abdurrahmankhel,28,,32.077222,67.796058
af,`abd ur rahman khel,`Abd ur Rahman Khel,28,,32.077222,67.796058
af,`abdurrahmankhel,`Abdurrahmankhel,40,,35.137029,69.055332
af,`abdur rahman khel,`Abdur Rahman Khel,40,,35.137029,69.055332
af,abdurrahmankhel karez,Abdurrahmankhel Karez,28,,32.086627,67.79654
af,`abd ur rahman khel karez,`Abd ur Rahman Khel Karez,28,,32.086627,67.79654
af,`abdur rahman kor,`Abdur Rahman Kor,28,,32.35163,66.66577
af,abdur rahman kor,Abdur Rahman Kor,28,,32.35163,66.66577
af,abdurrahman kor,Abdurrahman Kor,29,,32.209449,68.459416
af,`abdurrahman ya`qub,`Abdurrahman Ya`qub,19,,30.935278,61.870556
af,`abd ur rahman ya`qub,`Abd ur Rahman Ya`qub,19,,30.935278,61.870556
af,`abd ur rahmanzai,`Abd ur Rahmanzai,23,,31.331981,66.168351
af,`abdur rahmanzay,`Abdur Rahmanzay,23,,31.331981,66.168351
af,abdurrakhim,Abdurrakhim,08,,33.291111,68.416667
af,abdurrakhim,Abdurrakhim,23,,32.072646,65.8734
af,abdurrakhim-kalay,Abdurrakhim-Kalay,23,,31.562358,66.335726
af,abdurrakhimkheyl',Abdurrakhimkheyl',27,,33.911152,68.441101
af,abdurrakhimzi,Abdurrakhimzi,35,,34.446389,69.899722
af,abdurrakhman,Abdurrakhman,11,,33.905167,63.322945
af,abdurrakhman,Abdurrakhman,17,,34.240556,69.257222
af,abdurrakhman-chambar,Abdurrakhman-Chambar,29,,32.687827,68.11817
af,abdurrakhmani,Abdurrakhmani,18,,34.226536,70.396255
af,abdurrakhman-karez,Abdurrakhman-Karez,10,,32.177817,64.72527
af,abdurrakhmankhan,Abdurrakhmankhan,23,,31.588034,65.482707
af,abdurrakhmankhan-kala,Abdurrakhmankhan-Kala,13,,34.398889,68.989444
af,abdurrakhmankheyl',Abdurrakhmankheyl',28,,32.077222,67.796058
af,abdurrakhmankheyl',Abdurrakhmankheyl',40,,35.137029,69.055332
af,abdurrakhmankheyl'-karez,Abdurrakhmankheyl'-Karez,28,,32.086627,67.79654
af,abdurrakhmankor,Abdurrakhmankor,28,,32.35163,66.66577
af,abdurrakhmankor,Abdurrakhmankor,29,,32.209449,68.459416
af,abdurrakhmanzay,Abdurrakhmanzay,23,,31.331981,66.168351
af,abdurrakman-kalacha,Abdurrakman-Kalacha,28,,32.066307,66.837295
af,abdurrashid,Abdurrashid,08,,33.377778,68.496944
af,abdurrashid karez,Abdurrashid Karez,10,,31.802126,64.499738
af,abdurrashid-karez,Abdurrashid-Karez,10,,31.802126,64.499738
af,`abd ur rashid karez,`Abd ur Rashid Karez,10,,31.802126,64.499738
af,`abdur rashid karez,`Abdur Rashid Karez,10,,31.802126,64.499738
af,`abdurrasid,`Abdurrasid,08,,33.377778,68.496944
af,`abdurrasid karez,`Abdurrasid Karez,10,,31.802126,64.499738
af,abdurrazak,Abdurrazak,23,,31.514004,65.377164
af,abdurrazak,Abdurrazak,39,,32.64383,66.218202
af,`abdurrazaq,`Abdurrazaq,23,,31.514004,65.377164
af,`abd ur razaq,`Abd ur Razaq,23,,31.514004,65.377164
af,`abdurrazaq,`Abdurrazaq,39,,32.64383,66.218202
af,abd'yan,Abd'yan,18,,34.452759,70.473251
af,abdyan,Abdyan,18,,34.452759,70.473251
af,abdzhalil',Abdzhalil',11,,34.359783,62.035133
af,abdzhoshi-bala,Abdzhoshi-Bala,17,,33.848611,68.831111
af,abdzhoshi-pain,Abdzhoshi-Pain,17,,33.851111,68.8725
af,ab-e ahmad,Ab-e Ahmad,30,,35.770729,66.887394
af,ab-e `aref,Ab-e `Aref,11,,35.11979,61.48511
af,ab-e `arif,Ab-e `Arif,11,,35.11979,61.48511
af,ab-e barik,Ab-e Barik,02,,34.651901,63.782801
af,ab-e barik,Ab-e Barik,03,,35.859072,69.749211
af,ab-e barik,Ab-e Barik,11,,34.739762,62.422353
af,ab-e barik-e ghalmani,Ab-e Barik-e Ghalmani,11,,34.916491,62.713598
af,ab-e barik-e qowdi,Ab-e Barik-e Qowdi,11,,34.902941,62.720077
af,ab-e barik-e qudi,Ab-e Barik-e Qudi,11,,34.902941,62.720077
af,ab-e baydak,Ab-e Baydak,09,,33.482286,64.310608
af,ab-e darah,Ab-e Darah,30,,36.398225,67.233915
af,ab-e deraz,Ab-e Deraz,11,,35.396155,61.358598
af,abedkhel,Abedkhel,03,,35.896891,69.513482
af,`abedkheyl,`Abedkheyl,03,,35.896891,69.513482
af,ab-e faizab,Ab-e Faizab,11,,35.107025,61.485607
af,ab-e feyzab,Ab-e Feyzab,11,,35.107025,61.485607
af,abegak,Abegak,41,,33.907198,65.810363
af,ab-e garmak,Ab-e Garmak,02,,35.015617,63.142089
af,abeh,Abeh,06,,32.678986,62.250358
af,ab-e kamari,Ab-e Kamari,02,,35.087955,63.067796
af,ab-e khanah,Ab-e Khanah,30,,36.434138,67.144053
af,abe khel,Abe Khel,14,,35.088097,69.592163
af,abekheyl',Abekheyl',14,,35.088097,69.592163
af,ab-e kheyl,Ab-e Kheyl,14,,35.088097,69.592163
af,abelan,Abelan,10,,31.56091,64.417838
af,ab-e safayd,Ab-e Safayd,11,,34.966346,61.608348
af,ab-e sefid,Ab-e Sefid,11,,34.966346,61.608348
af,ab-e shayr ahmad,Ab-e Shayr Ahmad,01,,36.832287,70.359301
af,ab-e-sher-amad,Ab-e-sher-Amad,01,,36.832287,70.359301
af,ab-e shir ahmad,Ab-e Shir Ahmad,01,,36.832287,70.359301
af,ab-e shor,Ab-e Shor,26,,36.941357,69.318092
af,ab-e-shor,Ab-e-Shor,26,,36.941357,69.318092
af,ab-e shur,Ab-e Shur,26,,36.941357,69.318092
af,abestan,Abestan,11,,33.325954,61.950386
af,abestan pa'in,Abestan Pa'in,11,,33.325954,61.950386
af,ab-e tal,Ab-e Tal,30,,36.482691,67.22071
af,ab-e tall,Ab-e Tall,30,,36.482691,67.22071
af,abeykheyl,Abeykheyl,14,,35.088097,69.592163
af,ab fayzab,Ab Fayzab,11,,35.107025,61.485607
af,ab feros,Ab Feros,24,,37.146212,69.110291
af,ab ferush,Ab Ferush,24,,37.146212,69.110291
af,ab firosh,Ab Firosh,24,,37.146212,69.110291
af,ab gach,Ab Gach,01,,36.995741,72.701707
af,ab gaj,Ab Gaj,01,,36.984657,72.739567
af,abganda,Abganda,01,,37.495925,70.245193
af,abgandah,Abgandah,01,,37.495925,70.245193
af,abgandeh,Abgandeh,01,,37.495925,70.245193
af,ab gard,Ab Gard,01,,38.00114,70.476161
af,abgardu,Abgardu,27,,34.538056,67.336389
af,abgarmak,Abgarmak,02,,34.662094,63.600279
af,ab garmi,Ab Garmi,11,,35.436878,61.385679
af,ab gerd,Ab Gerd,40,,35.018043,68.944122
af,abgird,Abgird,40,,35.018043,68.944122
af,ab gozar,Ab Gozar,11,,35.292765,61.47165
af,ab guzar,Ab Guzar,11,,35.292765,61.47165
af,ab-i-aref,Ab-i-Aref,11,,35.11979,61.48511
af,abi-barik,Abi-Barik,02,,34.651901,63.782801
af,ab-i-barik,Ab-i-Barik,11,,34.739762,62.422353
af,ab-i-barik-i-ghalmani,Ab-i-Barik-i-Ghalmani,11,,34.916491,62.713598
af,ab-i-barik-i-qudi,Ab-i-Barik-i-Qudi,11,,34.902941,62.720077
af,ab-i bark-i qudi,Ab-i Bark-i Qudi,11,,34.902941,62.720077
af,abi dara,Abi Dara,30,,36.398225,67.233915
af,abi darreh,Abi Darreh,30,,36.398225,67.233915
af,`abid khel,`Abid Khel,03,,35.896891,69.513482
af,ab-i-faydzab,Ab-i-Faydzab,11,,35.107025,61.485607
af,abigak,Abigak,41,,33.907198,65.810363
af,ab-i-garmak,Ab-i-Garmak,02,,35.015617,63.142089
af,ab-i- garmak,Ab-i- Garmak,02,,35.729125,63.865742
af,ab-i-garmak,Ab-i-Garmak,02,,35.737201,63.828829
af,ab-i-gharmak,Ab-i-Gharmak,02,,35.737201,63.828829
af,abi jan,Abi Jan,10,,31.531709,64.357326
af,ab-i-kamari,Ab-i-Kamari,02,,35.087955,63.067796
af,abi khana,Abi Khana,30,,36.434138,67.144053
af,abi khaneh,Abi Khaneh,30,,36.434138,67.144053
af,abi khel,Abi Khel,14,,35.088097,69.592163
af,ab-i-safed,Ab-i-Safed,11,,34.966346,61.608348
af,ab-i-ser ahmad,Ab-i-Ser Ahmad,01,,36.832287,70.359301
af,abi-shor,Abi-Shor,26,,36.941357,69.318092
af,ab-i-sor,Ab-i-Sor,26,,36.941357,69.318092
af,abistan,Abistan,11,,33.325954,61.950386
af,abistan-e bala,Abistan-e Bala,11,,33.344856,61.940113
af,abistan-e pa'in,Abistan-e Pa'in,11,,33.34082,61.952602
af,ab-i-tal,Ab-i-Tal,30,,36.482691,67.22071
af,ab jalil,Ab Jalil,11,,34.359783,62.035133
af,abjose bala,Abjose Bala,17,,33.848611,68.831111
af,abjose pa'in,Abjose Pa'in,17,,33.851111,68.8725
af,abjosh-e bala,Abjosh-e Bala,17,,33.848611,68.831111
af,abjosh-e pa'in,Abjosh-e Pa'in,17,,33.851111,68.8725
af,abjush-e bala,Abjush-e Bala,17,,33.848611,68.831111
af,abjush-e pa'in,Abjush-e Pa'in,17,,33.851111,68.8725
af,abkhana,Abkhana,11,,34.182682,63.184956
af,abkhana,Abkhana,27,,34.348333,68.676667
af,abkhanah,Abkhanah,11,,34.182682,63.184956
af,ab khanah,Ab Khanah,23,,31.973423,64.958419
af,ab khanah,Ab Khanah,27,,34.348333,68.676667
af,ab khaneh,Ab Khaneh,11,,34.182682,63.184956
af,abkhaneh,Abkhaneh,27,,34.348333,68.676667
af,ab khaneh-ye chinza'i,Ab Khaneh-ye Chinza'i,27,,34.348333,68.676667
af,ab khel,Ab Khel,37,,33.367778,70.066944
af,abkheng,Abkheng,11,,33.965055,63.230377
af,abkho,Abkho,08,,33.107458,67.42729
af,ab khoda'i,Ab Khoda'i,11,,34.884089,62.743961
af,abkhor,Abkhor,33,,35.861177,66.566967
af,ab khor,Ab Khor,33,,35.861177,66.566967
af,ab khowrak,Ab Khowrak,32,,35.503508,67.760549
af,ab khuda`i,Ab Khuda`i,11,,34.884089,62.743961
af,ab khuda'i,Ab Khuda'i,11,,34.884089,62.743961
af,abkhvor,Abkhvor,02,,34.809692,63.791515
af,abkhvor,Abkhvor,33,,35.861177,66.566967
af,ab khvorak,Ab Khvorak,03,,35.831321,68.408076
af,ab khvorak,Ab Khvorak,32,,35.503508,67.760549
af,ab khvorak-e bala,Ab Khvorak-e Bala,32,,35.498498,67.743265
af,ab khvorak-e pa'in,Ab Khvorak-e Pa'in,32,,35.503508,67.760549
af,ab khwarah,Ab Khwarah,09,,33.59901,63.64843
af,ab kolok,Ab Kolok,31,,37.059722,66.043333
af,abkul',Abkul',03,,35.881548,68.996556
af,abkul',Abkul',05,,34.046389,66.776389
af,ab kuluk,Ab Kuluk,31,,37.052763,66.039072
af,ablah-e miranza'i,Ablah-e Miranza'i,02,,35.051449,63.296646
af,ablah-ye miranzai,Ablah-ye Miranzai,02,,35.051449,63.296646
af,abla-i- miranza'i,Abla-i- Miranza'i,02,,35.051449,63.296646
af,ablan,Ablan,11,,34.163307,62.815782
af,abma`in,Abma`in,11,,33.84256,63.370991
af,ab mazar,Ab Mazar,06,,33.343529,63.764701
af,ab mazar,Ab Mazar,11,,34.957833,61.538723
af,ab naray,Ab Naray,27,,33.866111,68.622222
af,aboka,Aboka,05,,34.245,66.9125
af,abokah,Abokah,05,,34.245,66.9125
af,abo kala,Abo Kala,23,,31.622468,67.229071
af,abol,Abol,09,,34.231708,65.368752
af,aboli,Aboli,41,,34.25954,66.071641
af,abolkheyl,Abolkheyl,27,,34.365833,68.839722
af,abo tanga,Abo Tanga,34,,34.568897,70.893082
af,abo tangah,Abo Tangah,34,,34.568897,70.893082
af,abowl,Abowl,09,,34.231708,65.368752
af,abowzi,Abowzi,23,,31.576645,66.569307
af,abozai,Abozai,23,,30.137784,66.004349
af,abozi,Abozi,23,,30.137784,66.004349
af,abpar,Abpar,05,,34.965917,67.864993
af,abparan,Abparan,05,,34.193889,66.873889
af,abparan,Abparan,07,,35.56448,65.063736
af,abparan,Abparan,08,,33.78,68.118611
af,ab paran,Ab Paran,08,,33.78,68.118611
af,abparan,Abparan,09,,33.349324,64.656549
af,ab-paran,Ab-Paran,09,,33.349324,64.656549
af,abparan,Abparan,09,,34.009798,65.333844
af,ab paran,Ab Paran,09,,34.009798,65.333844
af,ab paran,Ab Paran,09,,34.453136,66.181015
af,abparan,Abparan,17,,34.206884,69.251535
af,abparan,Abparan,27,,34.296991,68.246525
af,ab paran,Ab Paran,27,,34.296991,68.246525
af,abparan,Abparan,39,,33.078611,66.788889
af,abparan-e bala,Abparan-e Bala,17,,34.206884,69.251535
af,abparan-e pa'in,Abparan-e Pa'in,17,,34.223833,69.232812
af,abpartaw,Abpartaw,30,,35.754651,66.63618
af,abpartow,Abpartow,30,,35.754651,66.63618
af,abparu,Abparu,09,,34.453136,66.181015
af,abparu,Abparu,41,,34.060615,66.196751
af,abpay,Abpay,27,,34.274444,68.125833
af,ab pay,Ab Pay,27,,34.274444,68.125833
af,abpuda,Abpuda,02,,34.755271,63.6881
af,abpudah,Abpudah,02,,34.755271,63.6881
af,abpudeh,Abpudeh,02,,34.755271,63.6881
af,ab qol,Ab Qol,03,,35.881548,68.996556
af,abqol,Abqol,05,,34.046389,66.776389
af,abqol,Abqol,05,,34.876296,67.266968
af,ab qol,Ab Qol,05,,34.876296,67.266968
af,ab qowl,Ab Qowl,03,,35.881548,68.996556
af,abqowl,Abqowl,05,,34.046389,66.776389
af,abragal,Abragal,34,,35.145636,71.360738
af,abragal',Abragal',34,,35.145636,71.360738
af,abrahamgul kalay,Abrahamgul Kalay,37,,33.275414,69.799514
af,abrahgah,Abrahgah,05,,34.275498,67.165588
af,abrak,Abrak,05,,34.394913,66.681763
af,abrakhamgul'-kalay,Abrakhamgul'-Kalay,37,,33.275414,69.799514
af,abrava,Abrava,09,,34.256717,64.046343
af,abrava,Abrava,41,,33.632352,66.69097
af,abrawa,Abrawa,09,,34.256717,64.046343
af,abrawa,Abrawa,41,,33.632352,66.69097
af,abraw,Abraw,26,,36.402147,69.365776
af,abraw,Abraw,33,,35.699837,66.879634
af,ab raygak,Ab Raygak,09,,34.587536,66.359566
af,abrayjan,Abrayjan,02,,35.244798,64.034625
af,ab rayzi,Ab Rayzi,11,,34.268475,63.215057
af,abrejan,Abrejan,02,,35.244798,64.034625
af,abr-e kalo,Abr-e Kalo,41,,33.913889,66.632222
af,abreshminkheyl',Abreshminkheyl',08,,32.879436,68.134773
af,abresminkhel,Abresminkhel,08,,32.879436,68.134773
af,abrez,Abrez,09,,34.406403,65.433929
af,abrezi,Abrezi,11,,34.268475,63.215057
af,abrigak,Abrigak,09,,34.587536,66.359566
af,abrishamin khel,Abrishamin Khel,08,,32.879436,68.134773
af,abrishamin kheyl,Abrishamin Kheyl,08,,32.879436,68.134773
af,ab rizi,Ab Rizi,11,,34.268475,63.215057
af,abrosan,Abrosan,08,,33.126482,67.340195
af,abroshan,Abroshan,08,,33.126482,67.340195
af,abrow,Abrow,26,,36.389126,69.352253
af,abrow,Abrow,33,,35.699837,66.879634
af,abrowah,Abrowah,09,,34.256717,64.046343
af,abrowah,Abrowah,41,,33.632352,66.69097
af,abroweh,Abroweh,09,,34.256717,64.046343
af,ab rowshan,Ab Rowshan,08,,33.126482,67.340195
af,ab sakhak,Ab Sakhak,26,,37.355427,69.935242
af,absara,Absara,11,,34.561685,64.081524
af,absar,Absar,02,,35.193646,63.024792
af,ab sarina,Ab Sarina,03,,36.0644,68.959595
af,absarina,Absarina,26,,36.786797,69.372971
af,ab sarina,Ab Sarina,26,,36.786797,69.372971
af,ab sarinah,Ab Sarinah,03,,36.0644,68.959595
af,ab sarinah,Ab Sarinah,26,,36.786797,69.372971
af,ab sarineh,Ab Sarineh,26,,36.786797,69.372971
af,absar-teba,Absar-teba,13,,34.468571,69.113622
af,absekan,Absekan,09,,34.135914,63.736576
af,absekane bala,Absekane Bala,09,,34.132763,63.745728
af,abshaday,Abshaday,11,,33.045787,62.182269
af,ab shakhak,Ab Shakhak,26,,37.355427,69.935242
af,abshara,Abshara,11,,34.561685,64.081524
af,abshar,Abshar,02,,35.193646,63.024792
af,absharah,Absharah,11,,34.561685,64.081524
af,abshareh,Abshareh,11,,34.192226,63.414211
af,abshar tappeh,Abshar Tappeh,13,,34.468571,69.113622
af,abshartiba,Abshartiba,13,,34.468571,69.113622
af,abshekan,Abshekan,09,,34.135914,63.736576
af,abshekan-e bala,Abshekan-e Bala,09,,34.132763,63.745728
af,abshikan,Abshikan,09,,34.135914,63.736576
af,abshikan-e bala,Abshikan-e Bala,09,,34.132763,63.745728
af,ab shorah,Ab Shorah,02,,35.193646,63.024792
af,ab shureh,Ab Shureh,02,,35.193646,63.024792
af,absiti,Absiti,01,,37.153266,70.515417
af,ab sora,Ab Sora,02,,35.193646,63.024792
af,absorkh,Absorkh,09,,34.194649,63.625729
af,ab sulakh,Ab Sulakh,06,,32.505119,62.061405
af,abtak,Abtak,41,,33.470033,65.579953
af,abtay,Abtay,09,,33.560873,64.321305
af,abtu,Abtu,05,,34.471375,66.972733
af,abtugak,Abtugak,05,,34.388333,67.216111
af,abtugak,Abtugak,09,,33.63542,65.564257
af,abu chan,Abu Chan,23,,31.622468,67.229071
af,abuka,Abuka,05,,34.245,66.9125
af,abu kala,Abu Kala,23,,31.622468,67.229071
af,abu khan,Abu Khan,23,,31.622468,67.229071
af,abul,Abul,09,,34.231708,65.368752
af,abulhasan,Abulhasan,23,,32.021877,65.043119
af,abuli,Abuli,41,,34.25954,66.071641
af,abul'khasan,Abul'khasan,23,,32.021877,65.043119
af,abul khel,Abul Khel,28,,32.311524,67.608538
af,abu ol hasan,Abu ol Hasan,23,,32.021877,65.043119
af,abutanga,Abutanga,34,,34.568897,70.893082
af,abzi khoda'i,Abzi Khoda'i,02,,34.887596,63.06804
af,abzi khuda,Abzi Khuda,02,,34.887596,63.06804
af,abzikhudai,Abzikhudai,02,,34.887596,63.06804
af,abzi khuda'i,Abzi Khuda'i,02,,34.887596,63.06804
af,abzi khuda'i,Abzi Khuda'i,02,,34.887596,63.06804
af,ab zumc,Ab Zumc,01,,37.540566,70.53904
af,ab zumch,Ab Zumch,01,,37.540566,70.53904
af,aca,Aca,26,,36.955093,69.552376
af,acabazar,Acabazar,09,,34.395653,66.232903
af,acagal,Acagal,34,,35.1441,71.396418
af,acakhel,Acakhel,27,,34.319167,68.700833
af,acakza`i,Acakza`i,02,,35.494224,63.378051
af,acakzo soznay,Acakzo Soznay,23,,31.904186,65.760149
af,acal,Acal,34,,34.847382,71.05127
af,acalak bandeh,Acalak Bandeh,34,,35.046871,70.987236
af,acama,Acama,42,,35.444736,69.69915
af,acamazar,Acamazar,05,,34.088611,66.823333
af,acamazar,Acamazar,41,,33.697418,66.644885
af,acani,Acani,05,,34.286111,66.931944
af,acanu,Acanu,34,,35.09737,70.701134
af,acarkhel,Acarkhel,37,,33.138084,69.505437
af,aceka,Aceka,28,,32.473539,67.190396
af,acek,Acek,07,,35.817239,64.191139
af,acekza'i,Acekza'i,35,,34.748108,70.117661
af,acekzi,Acekzi,23,,31.546707,65.298528
